idx,rkts,abstractI,abstractT,expr
143,143,http://purl.bdrc.io/resource/W4CZ16789,http://purl.bdrc.io/resource/W0RKT0143,http://purl.bdrc.io/resource/W4CZ5369_0143
144,144,http://purl.bdrc.io/resource/W0RKA0144,http://purl.bdrc.io/resource/W0RKT0144,http://purl.bdrc.io/resource/W4CZ5369_0144
145,145,http://purl.bdrc.io/resource/W0RKA0145,http://purl.bdrc.io/resource/W0RKT0145,http://purl.bdrc.io/resource/W4CZ5369_0145
146,146,http://purl.bdrc.io/resource/W0RKA0146,http://purl.bdrc.io/resource/W0RKT0146,http://purl.bdrc.io/resource/W4CZ5369_0146
147,147,http://purl.bdrc.io/resource/W0RKA0147,http://purl.bdrc.io/resource/W0RKT0147,http://purl.bdrc.io/resource/W4CZ5369_0147
148,148,http://purl.bdrc.io/resource/W0RKA0148,http://purl.bdrc.io/resource/W0RKT0148,http://purl.bdrc.io/resource/W4CZ5369_0148
149,149,http://purl.bdrc.io/resource/W0RKA0149,http://purl.bdrc.io/resource/W0RKT0149,http://purl.bdrc.io/resource/W4CZ5369_0149
15,15,http://purl.bdrc.io/resource/W0RKA0015,http://purl.bdrc.io/resource/W0RKT0015,http://purl.bdrc.io/resource/W4CZ5369_0015
150,150,http://purl.bdrc.io/resource/W0RKA0150,http://purl.bdrc.io/resource/W0RKT0150,http://purl.bdrc.io/resource/W4CZ5369_0150
151,151,http://purl.bdrc.io/resource/W0RKA0151,http://purl.bdrc.io/resource/W0RKT0151,http://purl.bdrc.io/resource/W4CZ5369_0151
152,152,http://purl.bdrc.io/resource/W0RKA0152,http://purl.bdrc.io/resource/W0RKT0152,http://purl.bdrc.io/resource/W4CZ5369_0152
153,153,http://purl.bdrc.io/resource/W0RKA0153,http://purl.bdrc.io/resource/W0RKT0153,http://purl.bdrc.io/resource/W4CZ5369_0153
154,154,http://purl.bdrc.io/resource/W0RKA0154,http://purl.bdrc.io/resource/W0RKT0154,http://purl.bdrc.io/resource/W4CZ5369_0154
155,155,http://purl.bdrc.io/resource/W0RKA0155,http://purl.bdrc.io/resource/W0RKT0155,http://purl.bdrc.io/resource/W4CZ5369_0155
156,156,http://purl.bdrc.io/resource/W0RKA0156,http://purl.bdrc.io/resource/W0RKT0156,http://purl.bdrc.io/resource/W4CZ5369_0156
157,157,http://purl.bdrc.io/resource/W0RKA0157,http://purl.bdrc.io/resource/W0RKT0157,http://purl.bdrc.io/resource/W4CZ5369_0157
158,158,http://purl.bdrc.io/resource/W0RKA0158,http://purl.bdrc.io/resource/W0RKT0158,http://purl.bdrc.io/resource/W4CZ5369_0158
159,159,http://purl.bdrc.io/resource/W0RKA0159,http://purl.bdrc.io/resource/W0RKT0159,http://purl.bdrc.io/resource/W4CZ5369_0159
16,16,http://purl.bdrc.io/resource/W4CZ15645,http://purl.bdrc.io/resource/W0RKT0016,http://purl.bdrc.io/resource/W4CZ5369_0016
160,160,http://purl.bdrc.io/resource/W0RKA0160,http://purl.bdrc.io/resource/W0RKT0160,http://purl.bdrc.io/resource/W4CZ5369_0160
161,161,http://purl.bdrc.io/resource/W0RKA0161,http://purl.bdrc.io/resource/W0RKT0161,http://purl.bdrc.io/resource/W4CZ5369_0161
162,162,http://purl.bdrc.io/resource/W0RKA0162,http://purl.bdrc.io/resource/W0RKT0162,http://purl.bdrc.io/resource/W4CZ5369_0162
163,163,http://purl.bdrc.io/resource/W0RKA0163,http://purl.bdrc.io/resource/W0RKT0163,http://purl.bdrc.io/resource/W4CZ5369_0163
164,164,http://purl.bdrc.io/resource/W0RKA0164,http://purl.bdrc.io/resource/W0RKT0164,http://purl.bdrc.io/resource/W4CZ5369_0164
165,165,http://purl.bdrc.io/resource/W0RKA0165,http://purl.bdrc.io/resource/W0RKT0165,http://purl.bdrc.io/resource/W4CZ5369_0165
166,166,http://purl.bdrc.io/resource/W0RKA0166,http://purl.bdrc.io/resource/W0RKT0166,http://purl.bdrc.io/resource/W4CZ5369_0166
167,167,http://purl.bdrc.io/resource/W0RKA0167,http://purl.bdrc.io/resource/W0RKT0167,http://purl.bdrc.io/resource/W4CZ5369_0167
168,168,http://purl.bdrc.io/resource/W0RKA0168,http://purl.bdrc.io/resource/W0RKT0168,http://purl.bdrc.io/resource/W4CZ5369_0168
169,169,http://purl.bdrc.io/resource/W0RKA0169,http://purl.bdrc.io/resource/W0RKT0169,http://purl.bdrc.io/resource/W4CZ5369_0169
17,17,http://purl.bdrc.io/resource/W25400,http://purl.bdrc.io/resource/W0RKT0017,http://purl.bdrc.io/resource/W4CZ5369_0017
170,170,http://purl.bdrc.io/resource/W0RKA0170,http://purl.bdrc.io/resource/W0RKT0170,http://purl.bdrc.io/resource/W4CZ5369_0170
171,171,http://purl.bdrc.io/resource/W0RKA0171,http://purl.bdrc.io/resource/W0RKT0171,http://purl.bdrc.io/resource/W4CZ5369_0171
172,172,http://purl.bdrc.io/resource/W0RKA0172,http://purl.bdrc.io/resource/W0RKT0172,http://purl.bdrc.io/resource/W4CZ5369_0172
173,173,http://purl.bdrc.io/resource/W0RKA0173,http://purl.bdrc.io/resource/W0RKT0173,http://purl.bdrc.io/resource/W4CZ5369_0173
174,174,http://purl.bdrc.io/resource/W0RKA0174,http://purl.bdrc.io/resource/W0RKT0174,http://purl.bdrc.io/resource/W4CZ5369_0174
175,175,http://purl.bdrc.io/resource/W4CZ16782,http://purl.bdrc.io/resource/W0RKT0175,http://purl.bdrc.io/resource/W4CZ5369_0175
176,176,http://purl.bdrc.io/resource/W0RKA0176,http://purl.bdrc.io/resource/W0RKT0176,http://purl.bdrc.io/resource/W4CZ5369_0176
177,177,http://purl.bdrc.io/resource/W0RKA0177,http://purl.bdrc.io/resource/W0RKT0177,http://purl.bdrc.io/resource/W4CZ5369_0177
178,178,http://purl.bdrc.io/resource/W0RKA0178,http://purl.bdrc.io/resource/W0RKT0178,http://purl.bdrc.io/resource/W4CZ5369_0178
179,179,http://purl.bdrc.io/resource/W0RKA0179,http://purl.bdrc.io/resource/W0RKT0179,http://purl.bdrc.io/resource/W4CZ5369_0179
18,18,http://purl.bdrc.io/resource/W0RKA0018,http://purl.bdrc.io/resource/W0RKT0018,http://purl.bdrc.io/resource/W4CZ5369_0018
180,180,http://purl.bdrc.io/resource/W0RKA0180,http://purl.bdrc.io/resource/W0RKT0180,http://purl.bdrc.io/resource/W4CZ5369_0180
181,181,http://purl.bdrc.io/resource/W0RKA0181,http://purl.bdrc.io/resource/W0RKT0181,http://purl.bdrc.io/resource/W4CZ5369_0181
182,182,http://purl.bdrc.io/resource/W0RKA0182,http://purl.bdrc.io/resource/W0RKT0182,http://purl.bdrc.io/resource/W4CZ5369_0182
183,183,http://purl.bdrc.io/resource/W0RKA0183,http://purl.bdrc.io/resource/W0RKT0183,http://purl.bdrc.io/resource/W4CZ5369_0183
184,184,http://purl.bdrc.io/resource/W0RKA0184,http://purl.bdrc.io/resource/W0RKT0184,http://purl.bdrc.io/resource/W4CZ5369_0184
185,185,http://purl.bdrc.io/resource/W0RKA0185,http://purl.bdrc.io/resource/W0RKT0185,http://purl.bdrc.io/resource/W4CZ5369_0185
186,186,http://purl.bdrc.io/resource/W0RKA0186,http://purl.bdrc.io/resource/W0RKT0186,http://purl.bdrc.io/resource/W4CZ5369_0186
187,187,http://purl.bdrc.io/resource/W0RKA0187,http://purl.bdrc.io/resource/W0RKT0187,http://purl.bdrc.io/resource/W4CZ5369_0187
188,188,http://purl.bdrc.io/resource/W0RKA0188,http://purl.bdrc.io/resource/W0RKT0188,http://purl.bdrc.io/resource/W4CZ5369_0188
189,189,http://purl.bdrc.io/resource/W0RKA0189,http://purl.bdrc.io/resource/W0RKT0189,http://purl.bdrc.io/resource/W4CZ5369_0189
19,19,http://purl.bdrc.io/resource/W0RKA0019,http://purl.bdrc.io/resource/W0RKT0019,http://purl.bdrc.io/resource/W4CZ5369_0019
190,190,http://purl.bdrc.io/resource/W0RKA0190,http://purl.bdrc.io/resource/W0RKT0190,http://purl.bdrc.io/resource/W4CZ5369_0190
191,191,http://purl.bdrc.io/resource/W0RKA0191,http://purl.bdrc.io/resource/W0RKT0191,http://purl.bdrc.io/resource/W4CZ5369_0191
192,192,http://purl.bdrc.io/resource/W0RKA0192,http://purl.bdrc.io/resource/W0RKT0192,http://purl.bdrc.io/resource/W4CZ5369_0192
193,193,http://purl.bdrc.io/resource/W0RKA0193,http://purl.bdrc.io/resource/W0RKT0193,http://purl.bdrc.io/resource/W4CZ5369_0193
194,194,http://purl.bdrc.io/resource/W0RKA0194,http://purl.bdrc.io/resource/W0RKT0194,http://purl.bdrc.io/resource/W4CZ5369_0194
195,195,http://purl.bdrc.io/resource/W0RKA0195,http://purl.bdrc.io/resource/W0RKT0195,http://purl.bdrc.io/resource/W4CZ5369_0195
196,196,http://purl.bdrc.io/resource/W0RKA0196,http://purl.bdrc.io/resource/W0RKT0196,http://purl.bdrc.io/resource/W4CZ5369_0196
197,197,http://purl.bdrc.io/resource/W0RKA0197,http://purl.bdrc.io/resource/W0RKT0197,http://purl.bdrc.io/resource/W4CZ5369_0197
198,198,http://purl.bdrc.io/resource/W0RKA0198,http://purl.bdrc.io/resource/W0RKT0198,http://purl.bdrc.io/resource/W4CZ5369_0198
199,199,http://purl.bdrc.io/resource/W0RKA0199,http://purl.bdrc.io/resource/W0RKT0199,http://purl.bdrc.io/resource/W4CZ5369_0199
2,2,http://purl.bdrc.io/resource/W4CZ16817,http://purl.bdrc.io/resource/W0RKT0002,http://purl.bdrc.io/resource/W4CZ5369_0002
20,490,http://purl.bdrc.io/resource/W25402,http://purl.bdrc.io/resource/W0RKT0490,http://purl.bdrc.io/resource/W4CZ5369_0020
200,200,http://purl.bdrc.io/resource/W0RKA0200,http://purl.bdrc.io/resource/W0RKT0200,http://purl.bdrc.io/resource/W4CZ5369_0200
201,201,http://purl.bdrc.io/resource/W0RKA0201,http://purl.bdrc.io/resource/W0RKT0201,http://purl.bdrc.io/resource/W4CZ5369_0201
202,202,http://purl.bdrc.io/resource/W0RKA0202,http://purl.bdrc.io/resource/W0RKT0202,http://purl.bdrc.io/resource/W4CZ5369_0202
203,203,http://purl.bdrc.io/resource/W0RKA0203,http://purl.bdrc.io/resource/W0RKT0203,http://purl.bdrc.io/resource/W4CZ5369_0203
204,204,http://purl.bdrc.io/resource/W0RKA0204,http://purl.bdrc.io/resource/W0RKT0204,http://purl.bdrc.io/resource/W4CZ5369_0204
205,205,http://purl.bdrc.io/resource/W0RKA0205,http://purl.bdrc.io/resource/W0RKT0205,http://purl.bdrc.io/resource/W4CZ5369_0205
206,206,http://purl.bdrc.io/resource/W0RKA0206,http://purl.bdrc.io/resource/W0RKT0206,http://purl.bdrc.io/resource/W4CZ5369_0206
207,207,http://purl.bdrc.io/resource/W0RKA0207,http://purl.bdrc.io/resource/W0RKT0207,http://purl.bdrc.io/resource/W4CZ5369_0207
208,208,http://purl.bdrc.io/resource/W0RKA0208,http://purl.bdrc.io/resource/W0RKT0208,http://purl.bdrc.io/resource/W4CZ5369_0208
209,209,http://purl.bdrc.io/resource/W0RKA0209,http://purl.bdrc.io/resource/W0RKT0209,http://purl.bdrc.io/resource/W4CZ5369_0209
21,529,http://purl.bdrc.io/resource/W22339,http://purl.bdrc.io/resource/W0RKT0529,http://purl.bdrc.io/resource/W4CZ5369_0021
210,210,http://purl.bdrc.io/resource/W0RKA0210,http://purl.bdrc.io/resource/W0RKT0210,http://purl.bdrc.io/resource/W4CZ5369_0210
211,211,http://purl.bdrc.io/resource/W4CZ16783,http://purl.bdrc.io/resource/W0RKT0211,http://purl.bdrc.io/resource/W4CZ5369_0211
212,212,http://purl.bdrc.io/resource/W0RKA0212,http://purl.bdrc.io/resource/W0RKT0212,http://purl.bdrc.io/resource/W4CZ5369_0212
213,213,http://purl.bdrc.io/resource/W0RKA0213,http://purl.bdrc.io/resource/W0RKT0213,http://purl.bdrc.io/resource/W4CZ5369_0213
214,214,http://purl.bdrc.io/resource/W0RKA0214,http://purl.bdrc.io/resource/W0RKT0214,http://purl.bdrc.io/resource/W4CZ5369_0214
215,215,http://purl.bdrc.io/resource/W0RKA0215,http://purl.bdrc.io/resource/W0RKT0215,http://purl.bdrc.io/resource/W4CZ5369_0215
216,216,http://purl.bdrc.io/resource/W0RKA0216,http://purl.bdrc.io/resource/W0RKT0216,http://purl.bdrc.io/resource/W4CZ5369_0216
217,217,http://purl.bdrc.io/resource/W0RKA0217,http://purl.bdrc.io/resource/W0RKT0217,http://purl.bdrc.io/resource/W4CZ5369_0217
218,218,http://purl.bdrc.io/resource/W0RKA0218,http://purl.bdrc.io/resource/W0RKT0218,http://purl.bdrc.io/resource/W4CZ5369_0218
219,219,http://purl.bdrc.io/resource/W0RKA0219,http://purl.bdrc.io/resource/W0RKT0219,http://purl.bdrc.io/resource/W4CZ5369_0219
22,22,http://purl.bdrc.io/resource/W0RKA0022,http://purl.bdrc.io/resource/W0RKT0022,http://purl.bdrc.io/resource/W4CZ5369_0022
220,220,http://purl.bdrc.io/resource/W0RKA0220,http://purl.bdrc.io/resource/W0RKT0220,http://purl.bdrc.io/resource/W4CZ5369_0220
221,221,http://purl.bdrc.io/resource/W0RKA0221,http://purl.bdrc.io/resource/W0RKT0221,http://purl.bdrc.io/resource/W4CZ5369_0221
222,222,http://purl.bdrc.io/resource/W0RKA0222,http://purl.bdrc.io/resource/W0RKT0222,http://purl.bdrc.io/resource/W4CZ5369_0222
223,223,http://purl.bdrc.io/resource/W0RKA0223,http://purl.bdrc.io/resource/W0RKT0223,http://purl.bdrc.io/resource/W4CZ5369_0223
224,224,http://purl.bdrc.io/resource/W0RKA0224,http://purl.bdrc.io/resource/W0RKT0224,http://purl.bdrc.io/resource/W4CZ5369_0224
225,225,http://purl.bdrc.io/resource/W0RKA0225,http://purl.bdrc.io/resource/W0RKT0225,http://purl.bdrc.io/resource/W4CZ5369_0225
226,226,http://purl.bdrc.io/resource/W0RKA0226,http://purl.bdrc.io/resource/W0RKT0226,http://purl.bdrc.io/resource/W4CZ5369_0226
227,227,http://purl.bdrc.io/resource/W0RKA0227,http://purl.bdrc.io/resource/W0RKT0227,http://purl.bdrc.io/resource/W4CZ5369_0227
228,228,http://purl.bdrc.io/resource/W0RKA0228,http://purl.bdrc.io/resource/W0RKT0228,http://purl.bdrc.io/resource/W4CZ5369_0228
229,229,http://purl.bdrc.io/resource/W0RKA0229,http://purl.bdrc.io/resource/W0RKT0229,http://purl.bdrc.io/resource/W4CZ5369_0229
23,23,http://purl.bdrc.io/resource/W0RKA0023,http://purl.bdrc.io/resource/W0RKT0023,http://purl.bdrc.io/resource/W4CZ5369_0023
230,230,http://purl.bdrc.io/resource/W0RKA0230,http://purl.bdrc.io/resource/W0RKT0230,http://purl.bdrc.io/resource/W4CZ5369_0230
231,231,http://purl.bdrc.io/resource/W0RKA0231,http://purl.bdrc.io/resource/W0RKT0231,http://purl.bdrc.io/resource/W4CZ5369_0231
232,232,http://purl.bdrc.io/resource/W0RKA0232,http://purl.bdrc.io/resource/W0RKT0232,http://purl.bdrc.io/resource/W4CZ5369_0232
233,233,http://purl.bdrc.io/resource/W0RKA0233,http://purl.bdrc.io/resource/W0RKT0233,http://purl.bdrc.io/resource/W4CZ5369_0233
234,234,http://purl.bdrc.io/resource/W0RKA0234,http://purl.bdrc.io/resource/W0RKT0234,http://purl.bdrc.io/resource/W4CZ5369_0234
235,235,http://purl.bdrc.io/resource/W0RKA0235,http://purl.bdrc.io/resource/W0RKT0235,http://purl.bdrc.io/resource/W4CZ5369_0235
236,236,http://purl.bdrc.io/resource/W0RKA0236,http://purl.bdrc.io/resource/W0RKT0236,http://purl.bdrc.io/resource/W4CZ5369_0236
237,237,http://purl.bdrc.io/resource/W0RKA0237,http://purl.bdrc.io/resource/W0RKT0237,http://purl.bdrc.io/resource/W4CZ5369_0237
238,238,http://purl.bdrc.io/resource/W0RKA0238,http://purl.bdrc.io/resource/W0RKT0238,http://purl.bdrc.io/resource/W4CZ5369_0238
239,239,http://purl.bdrc.io/resource/W0RKA0239,http://purl.bdrc.io/resource/W0RKT0239,http://purl.bdrc.io/resource/W4CZ5369_0239
24,24,http://purl.bdrc.io/resource/W0RKA0090,http://purl.bdrc.io/resource/W0RKT0024,http://purl.bdrc.io/resource/W4CZ5369_0024
240,240,http://purl.bdrc.io/resource/W0RKA0240,http://purl.bdrc.io/resource/W0RKT0240,http://purl.bdrc.io/resource/W4CZ5369_0240
241,241,http://purl.bdrc.io/resource/W0RKA0241,http://purl.bdrc.io/resource/W0RKT0241,http://purl.bdrc.io/resource/W4CZ5369_0241
242,242,http://purl.bdrc.io/resource/W0RKA0242,http://purl.bdrc.io/resource/W0RKT0242,http://purl.bdrc.io/resource/W4CZ5369_0242
243,243,http://purl.bdrc.io/resource/W0RKA0243,http://purl.bdrc.io/resource/W0RKT0243,http://purl.bdrc.io/resource/W4CZ5369_0243
244,244,http://purl.bdrc.io/resource/W0RKA0244,http://purl.bdrc.io/resource/W0RKT0244,http://purl.bdrc.io/resource/W4CZ5369_0244
245,245,http://purl.bdrc.io/resource/W0RKA0245,http://purl.bdrc.io/resource/W0RKT0245,http://purl.bdrc.io/resource/W4CZ5369_0245
246,246,http://purl.bdrc.io/resource/W0RKA0246,http://purl.bdrc.io/resource/W0RKT0246,http://purl.bdrc.io/resource/W4CZ5369_0246
247,247,http://purl.bdrc.io/resource/W0RKA0247,http://purl.bdrc.io/resource/W0RKT0247,http://purl.bdrc.io/resource/W4CZ5369_0247
248,248,http://purl.bdrc.io/resource/W0RKA0248,http://purl.bdrc.io/resource/W0RKT0248,http://purl.bdrc.io/resource/W4CZ5369_0248
249,249,http://purl.bdrc.io/resource/W0RKA0249,http://purl.bdrc.io/resource/W0RKT0249,http://purl.bdrc.io/resource/W4CZ5369_0249
25,25,http://purl.bdrc.io/resource/W0RKA0025,http://purl.bdrc.io/resource/W0RKT0025,http://purl.bdrc.io/resource/W4CZ5369_0025
250,250,http://purl.bdrc.io/resource/W0RKA0250,http://purl.bdrc.io/resource/W0RKT0250,http://purl.bdrc.io/resource/W4CZ5369_0250
251,251,http://purl.bdrc.io/resource/W0RKA0251,http://purl.bdrc.io/resource/W0RKT0251,http://purl.bdrc.io/resource/W4CZ5369_0251
252,252,http://purl.bdrc.io/resource/W0RKA0252,http://purl.bdrc.io/resource/W0RKT0252,http://purl.bdrc.io/resource/W4CZ5369_0252
253,253,http://purl.bdrc.io/resource/W0RKA0253,http://purl.bdrc.io/resource/W0RKT0253,http://purl.bdrc.io/resource/W4CZ5369_0253
254,254,http://purl.bdrc.io/resource/W0RKA0254,http://purl.bdrc.io/resource/W0RKT0254,http://purl.bdrc.io/resource/W4CZ5369_0254
255,255,http://purl.bdrc.io/resource/W0RKA0255,http://purl.bdrc.io/resource/W0RKT0255,http://purl.bdrc.io/resource/W4CZ5369_0255
256,256,http://purl.bdrc.io/resource/W0RKA0256,http://purl.bdrc.io/resource/W0RKT0256,http://purl.bdrc.io/resource/W4CZ5369_0256
257,257,http://purl.bdrc.io/resource/W0RKA0257,http://purl.bdrc.io/resource/W0RKT0257,http://purl.bdrc.io/resource/W4CZ5369_0257
258,258,http://purl.bdrc.io/resource/W0RKA0258,http://purl.bdrc.io/resource/W0RKT0258,http://purl.bdrc.io/resource/W4CZ5369_0258
259,259,http://purl.bdrc.io/resource/W0RKA0259,http://purl.bdrc.io/resource/W0RKT0259,http://purl.bdrc.io/resource/W4CZ5369_0259
26,26,http://purl.bdrc.io/resource/W0RKA0026,http://purl.bdrc.io/resource/W0RKT0026,http://purl.bdrc.io/resource/W4CZ5369_0026
260,260,http://purl.bdrc.io/resource/W0RKA0260,http://purl.bdrc.io/resource/W0RKT0260,http://purl.bdrc.io/resource/W4CZ5369_0260
261,261,http://purl.bdrc.io/resource/W0RKA0261,http://purl.bdrc.io/resource/W0RKT0261,http://purl.bdrc.io/resource/W4CZ5369_0261
262,262,http://purl.bdrc.io/resource/W0RKA0262,http://purl.bdrc.io/resource/W0RKT0262,http://purl.bdrc.io/resource/W4CZ5369_0262
263,263,http://purl.bdrc.io/resource/W0RKA0263,http://purl.bdrc.io/resource/W0RKT0263,http://purl.bdrc.io/resource/W4CZ5369_0263
264,264,http://purl.bdrc.io/resource/W0RKA0264,http://purl.bdrc.io/resource/W0RKT0264,http://purl.bdrc.io/resource/W4CZ5369_0264
265,265,http://purl.bdrc.io/resource/W0RKA0265,http://purl.bdrc.io/resource/W0RKT0265,http://purl.bdrc.io/resource/W4CZ5369_0265
266,266,http://purl.bdrc.io/resource/W0RKA0266,http://purl.bdrc.io/resource/W0RKT0266,http://purl.bdrc.io/resource/W4CZ5369_0266
267,267,http://purl.bdrc.io/resource/W0RKA0267,http://purl.bdrc.io/resource/W0RKT0267,http://purl.bdrc.io/resource/W4CZ5369_0267
268,268,http://purl.bdrc.io/resource/W0RKA0268,http://purl.bdrc.io/resource/W0RKT0268,http://purl.bdrc.io/resource/W4CZ5369_0268
269,269,http://purl.bdrc.io/resource/W0RKA0269,http://purl.bdrc.io/resource/W0RKT0269,http://purl.bdrc.io/resource/W4CZ5369_0269
27,27,http://purl.bdrc.io/resource/W0RKA0027,http://purl.bdrc.io/resource/W0RKT0027,http://purl.bdrc.io/resource/W4CZ5369_0027
270,270,http://purl.bdrc.io/resource/W0RKA0270,http://purl.bdrc.io/resource/W0RKT0270,http://purl.bdrc.io/resource/W4CZ5369_0270
271,271,http://purl.bdrc.io/resource/W0RKA0271,http://purl.bdrc.io/resource/W0RKT0271,http://purl.bdrc.io/resource/W4CZ5369_0271
272,272,http://purl.bdrc.io/resource/W0RKA0272,http://purl.bdrc.io/resource/W0RKT0272,http://purl.bdrc.io/resource/W4CZ5369_0272
273,273,http://purl.bdrc.io/resource/W0RKA0273,http://purl.bdrc.io/resource/W0RKT0273,http://purl.bdrc.io/resource/W4CZ5369_0273
274,274,http://purl.bdrc.io/resource/W0RKA0274,http://purl.bdrc.io/resource/W0RKT0274,http://purl.bdrc.io/resource/W4CZ5369_0274
275,275,http://purl.bdrc.io/resource/W0RKA0275,http://purl.bdrc.io/resource/W0RKT0275,http://purl.bdrc.io/resource/W4CZ5369_0275
276,276,http://purl.bdrc.io/resource/W0RKA0276,http://purl.bdrc.io/resource/W0RKT0276,http://purl.bdrc.io/resource/W4CZ5369_0276
277,277,http://purl.bdrc.io/resource/W0RKA0277,http://purl.bdrc.io/resource/W0RKT0277,http://purl.bdrc.io/resource/W4CZ5369_0277
278,278,http://purl.bdrc.io/resource/W0RKA0278,http://purl.bdrc.io/resource/W0RKT0278,http://purl.bdrc.io/resource/W4CZ5369_0278
279,279,http://purl.bdrc.io/resource/W4CZ16769,http://purl.bdrc.io/resource/W0RKT0279,http://purl.bdrc.io/resource/W4CZ5369_0279
28,28,http://purl.bdrc.io/resource/W0RKA0028,http://purl.bdrc.io/resource/W0RKT0028,http://purl.bdrc.io/resource/W4CZ5369_0028
280,280,http://purl.bdrc.io/resource/W4CZ16771,http://purl.bdrc.io/resource/W0RTT3911,http://purl.bdrc.io/resource/W4CZ5369_0280
281,281,http://purl.bdrc.io/resource/W4CZ16773,http://purl.bdrc.io/resource/W0RTT3912,http://purl.bdrc.io/resource/W4CZ5369_0281
282,282,http://purl.bdrc.io/resource/W0RKA0282,http://purl.bdrc.io/resource/W0RKT0282,http://purl.bdrc.io/resource/W4CZ5369_0282
283,283,http://purl.bdrc.io/resource/W0RKA0283,http://purl.bdrc.io/resource/W0RKT0283,http://purl.bdrc.io/resource/W4CZ5369_0283
284,284,http://purl.bdrc.io/resource/W4CZ16793,http://purl.bdrc.io/resource/W0RKT0284,http://purl.bdrc.io/resource/W4CZ5369_0284
285,285,http://purl.bdrc.io/resource/W0RKA0285,http://purl.bdrc.io/resource/W0RKT0285,http://purl.bdrc.io/resource/W4CZ5369_0285
286,286,http://purl.bdrc.io/resource/W0RKA0286,http://purl.bdrc.io/resource/W0RKT0286,http://purl.bdrc.io/resource/W4CZ5369_0286
287,287,http://purl.bdrc.io/resource/W0RKA0287,http://purl.bdrc.io/resource/W0RKT0287,http://purl.bdrc.io/resource/W4CZ5369_0287
288,288,http://purl.bdrc.io/resource/W0RKA0288,http://purl.bdrc.io/resource/W0RKT0288,http://purl.bdrc.io/resource/W4CZ5369_0288
289,289,http://purl.bdrc.io/resource/W0RKA0289,http://purl.bdrc.io/resource/W0RKT0289,http://purl.bdrc.io/resource/W4CZ5369_0289
29,29,http://purl.bdrc.io/resource/W0RKA0029,http://purl.bdrc.io/resource/W0RKT0029,http://purl.bdrc.io/resource/W4CZ5369_0029
290,290,http://purl.bdrc.io/resource/W0RKA0290,http://purl.bdrc.io/resource/W0RKT0290,http://purl.bdrc.io/resource/W4CZ5369_0290
291,291,http://purl.bdrc.io/resource/W0RKA0291,http://purl.bdrc.io/resource/W0RKT0291,http://purl.bdrc.io/resource/W4CZ5369_0291
292,292,http://purl.bdrc.io/resource/W0RKA0292,http://purl.bdrc.io/resource/W0RKT0292,http://purl.bdrc.io/resource/W4CZ5369_0292
293,293,http://purl.bdrc.io/resource/W0RKA0293,http://purl.bdrc.io/resource/W0RKT0293,http://purl.bdrc.io/resource/W4CZ5369_0293
294,294,http://purl.bdrc.io/resource/W0RKA0294,http://purl.bdrc.io/resource/W0RKT0294,http://purl.bdrc.io/resource/W4CZ5369_0294
295,295,http://purl.bdrc.io/resource/W0RKA0295,http://purl.bdrc.io/resource/W0RKT0295,http://purl.bdrc.io/resource/W4CZ5369_0295
296,296,http://purl.bdrc.io/resource/W0RKA0296,http://purl.bdrc.io/resource/W0RKT0296,http://purl.bdrc.io/resource/W4CZ5369_0296
297,297,http://purl.bdrc.io/resource/W0RKA0297,http://purl.bdrc.io/resource/W0RKT0297,http://purl.bdrc.io/resource/W4CZ5369_0297
298,298,http://purl.bdrc.io/resource/W0RKA0298,http://purl.bdrc.io/resource/W0RKT0298,http://purl.bdrc.io/resource/W4CZ5369_0298
299,299,http://purl.bdrc.io/resource/W0RKA0299,http://purl.bdrc.io/resource/W0RKT0299,http://purl.bdrc.io/resource/W4CZ5369_0299
3,3,http://purl.bdrc.io/resource/W4CZ16826,http://purl.bdrc.io/resource/W0RKT0003,http://purl.bdrc.io/resource/W4CZ5369_0003
30,30,http://purl.bdrc.io/resource/W0RKA0030,http://purl.bdrc.io/resource/W0RKT0030,http://purl.bdrc.io/resource/W4CZ5369_0030
300,300,http://purl.bdrc.io/resource/W0RKA0300,http://purl.bdrc.io/resource/W0RKT0300,http://purl.bdrc.io/resource/W4CZ5369_0300
301,301,http://purl.bdrc.io/resource/W0RKA0301,http://purl.bdrc.io/resource/W0RKT0301,http://purl.bdrc.io/resource/W4CZ5369_0301
302,302,http://purl.bdrc.io/resource/W0RKA0302,http://purl.bdrc.io/resource/W0RKT0302,http://purl.bdrc.io/resource/W4CZ5369_0302
303,303,http://purl.bdrc.io/resource/W0RKA0303,http://purl.bdrc.io/resource/W0RKT0303,http://purl.bdrc.io/resource/W4CZ5369_0303
304,304,http://purl.bdrc.io/resource/W0RKA0304,http://purl.bdrc.io/resource/W0RKT0304,http://purl.bdrc.io/resource/W4CZ5369_0304
305,305,http://purl.bdrc.io/resource/W0RKA0305,http://purl.bdrc.io/resource/W0RKT0305,http://purl.bdrc.io/resource/W4CZ5369_0305
306,306,http://purl.bdrc.io/resource/W0RKA0306,http://purl.bdrc.io/resource/W0RKT0306,http://purl.bdrc.io/resource/W4CZ5369_0306
307,307,http://purl.bdrc.io/resource/W0RKA0307,http://purl.bdrc.io/resource/W0RKT0307,http://purl.bdrc.io/resource/W4CZ5369_0307
308,308,http://purl.bdrc.io/resource/W0RKA0308,http://purl.bdrc.io/resource/W0RKT0308,http://purl.bdrc.io/resource/W4CZ5369_0308
