idx,rkts,abstractI,abstractT,expr
309,309,http://purl.bdrc.io/resource/W0RKA0309,http://purl.bdrc.io/resource/W0RKT0309,http://purl.bdrc.io/resource/W4CZ5369_0309
31,31,http://purl.bdrc.io/resource/W0RKA0031,http://purl.bdrc.io/resource/W0RKT0031,http://purl.bdrc.io/resource/W4CZ5369_0031
310,310,http://purl.bdrc.io/resource/W0RKA0310,http://purl.bdrc.io/resource/W0RKT0310,http://purl.bdrc.io/resource/W4CZ5369_0310
311,311,http://purl.bdrc.io/resource/W0RKA0311,http://purl.bdrc.io/resource/W0RKT0311,http://purl.bdrc.io/resource/W4CZ5369_0311
312,312,http://purl.bdrc.io/resource/W0RKA0312,http://purl.bdrc.io/resource/W0RKT0312,http://purl.bdrc.io/resource/W4CZ5369_0312
313,313,http://purl.bdrc.io/resource/W0RKA0313,http://purl.bdrc.io/resource/W0RKT0313,http://purl.bdrc.io/resource/W4CZ5369_0313
314,314,http://purl.bdrc.io/resource/W0RKA0314,http://purl.bdrc.io/resource/W0RKT0314,http://purl.bdrc.io/resource/W4CZ5369_0314
315,315,http://purl.bdrc.io/resource/W0RKA0315,http://purl.bdrc.io/resource/W0RKT0315,http://purl.bdrc.io/resource/W4CZ5369_0315
316,316,http://purl.bdrc.io/resource/W0RKA0316,http://purl.bdrc.io/resource/W0RKT0316,http://purl.bdrc.io/resource/W4CZ5369_0316
317,317,http://purl.bdrc.io/resource/W0RKA0317,http://purl.bdrc.io/resource/W0RKT0317,http://purl.bdrc.io/resource/W4CZ5369_0317
318,318,http://purl.bdrc.io/resource/W0RKA0318,http://purl.bdrc.io/resource/W0RKT0318,http://purl.bdrc.io/resource/W4CZ5369_0318
319,319,http://purl.bdrc.io/resource/W0RKA0319,http://purl.bdrc.io/resource/W0RKT0319,http://purl.bdrc.io/resource/W4CZ5369_0319
32,32,http://purl.bdrc.io/resource/W0RKA0032,http://purl.bdrc.io/resource/W0RKT0032,http://purl.bdrc.io/resource/W4CZ5369_0032
320,320,http://purl.bdrc.io/resource/W0RKA0320,http://purl.bdrc.io/resource/W0RKT0320,http://purl.bdrc.io/resource/W4CZ5369_0320
321,321,http://purl.bdrc.io/resource/W0RKA0321,http://purl.bdrc.io/resource/W0RKT0321,http://purl.bdrc.io/resource/W4CZ5369_0321
322,322,http://purl.bdrc.io/resource/W0RKA0322,http://purl.bdrc.io/resource/W0RKT0322,http://purl.bdrc.io/resource/W4CZ5369_0322
323,323,http://purl.bdrc.io/resource/W4CZ16775,http://purl.bdrc.io/resource/W0RKT0323,http://purl.bdrc.io/resource/W4CZ5369_0323
324,324,http://purl.bdrc.io/resource/W0RKA0324,http://purl.bdrc.io/resource/W0RKT0324,http://purl.bdrc.io/resource/W4CZ5369_0324
325,325,http://purl.bdrc.io/resource/W0RKA0325,http://purl.bdrc.io/resource/W0RKT0325,http://purl.bdrc.io/resource/W4CZ5369_0325
326,326,http://purl.bdrc.io/resource/W4CZ15380,http://purl.bdrc.io/resource/W0RTT3437,http://purl.bdrc.io/resource/W4CZ5369_0326
327,327,http://purl.bdrc.io/resource/W0RKA0327,http://purl.bdrc.io/resource/W0RKT0327,http://purl.bdrc.io/resource/W4CZ5369_0327
328,328,http://purl.bdrc.io/resource/W0RKA0328,http://purl.bdrc.io/resource/W0RKT0328,http://purl.bdrc.io/resource/W4CZ5369_0328
329,329,http://purl.bdrc.io/resource/W0RKA0329,http://purl.bdrc.io/resource/W0RKT0329,http://purl.bdrc.io/resource/W4CZ5369_0329
33,33,http://purl.bdrc.io/resource/W0RKA0033,http://purl.bdrc.io/resource/W0RKT0033,http://purl.bdrc.io/resource/W4CZ5369_0033
330,330,http://purl.bdrc.io/resource/W0RKA0330,http://purl.bdrc.io/resource/W0RKT0330,http://purl.bdrc.io/resource/W4CZ5369_0330
331,331,http://purl.bdrc.io/resource/W0RKA0331,http://purl.bdrc.io/resource/W0RKT0331,http://purl.bdrc.io/resource/W4CZ5369_0331
332,332,http://purl.bdrc.io/resource/W0RKA0332,http://purl.bdrc.io/resource/W0RKT0332,http://purl.bdrc.io/resource/W4CZ5369_0332
333,333,http://purl.bdrc.io/resource/W0RKA0333,http://purl.bdrc.io/resource/W0RKT0333,http://purl.bdrc.io/resource/W4CZ5369_0333
334,334,http://purl.bdrc.io/resource/W0RKA0334,http://purl.bdrc.io/resource/W0RKT0334,http://purl.bdrc.io/resource/W4CZ5369_0334
335,335,http://purl.bdrc.io/resource/W0RKA0335,http://purl.bdrc.io/resource/W0RKT0335,http://purl.bdrc.io/resource/W4CZ5369_0335
336,336,http://purl.bdrc.io/resource/W0RKA0336,http://purl.bdrc.io/resource/W0RKT0336,http://purl.bdrc.io/resource/W4CZ5369_0336
337,337,http://purl.bdrc.io/resource/W0RKA0337,http://purl.bdrc.io/resource/W0RKT0337,http://purl.bdrc.io/resource/W4CZ5369_0337
338,338,http://purl.bdrc.io/resource/W0RTA3300,http://purl.bdrc.io/resource/W0RTT3300,http://purl.bdrc.io/resource/W4CZ5369_0338
339,339,http://purl.bdrc.io/resource/W0RKA0339,http://purl.bdrc.io/resource/W0RKT0339,http://purl.bdrc.io/resource/W4CZ5369_0339
34,34,http://purl.bdrc.io/resource/W0RKA0034,http://purl.bdrc.io/resource/W0RKT0034,http://purl.bdrc.io/resource/W4CZ5369_0034
340,340,http://purl.bdrc.io/resource/W0RKA0340,http://purl.bdrc.io/resource/W0RKT0340,http://purl.bdrc.io/resource/W4CZ5369_0340
341,341,http://purl.bdrc.io/resource/W0RKA0341,http://purl.bdrc.io/resource/W0RKT0341,http://purl.bdrc.io/resource/W4CZ5369_0341
342,342,http://purl.bdrc.io/resource/W0RKA0342,http://purl.bdrc.io/resource/W0RKT0342,http://purl.bdrc.io/resource/W4CZ5369_0342
343,343,http://purl.bdrc.io/resource/W0RKA0343,http://purl.bdrc.io/resource/W0RKT0343,http://purl.bdrc.io/resource/W4CZ5369_0343
344,344,http://purl.bdrc.io/resource/W0RKA0344,http://purl.bdrc.io/resource/W0RKT0344,http://purl.bdrc.io/resource/W4CZ5369_0344
345,345,http://purl.bdrc.io/resource/W0RKA0345,http://purl.bdrc.io/resource/W0RKT0345,http://purl.bdrc.io/resource/W4CZ5369_0345
346,346,http://purl.bdrc.io/resource/W0RKA0346,http://purl.bdrc.io/resource/W0RKT0346,http://purl.bdrc.io/resource/W4CZ5369_0346
347,347,http://purl.bdrc.io/resource/W0RKA0347,http://purl.bdrc.io/resource/W0RKT0347,http://purl.bdrc.io/resource/W4CZ5369_0347
348,348,http://purl.bdrc.io/resource/W0RKA0348,http://purl.bdrc.io/resource/W0RKT0348,http://purl.bdrc.io/resource/W4CZ5369_0348
349,349,http://purl.bdrc.io/resource/W0RKA0349,http://purl.bdrc.io/resource/W0RKT0349,http://purl.bdrc.io/resource/W4CZ5369_0349
35,35,http://purl.bdrc.io/resource/W0RKA0035,http://purl.bdrc.io/resource/W0RKT0035,http://purl.bdrc.io/resource/W4CZ5369_0035
350,350,http://purl.bdrc.io/resource/W0RKA0350,http://purl.bdrc.io/resource/W0RKT0350,http://purl.bdrc.io/resource/W4CZ5369_0350
351,351,http://purl.bdrc.io/resource/W0RKA0351,http://purl.bdrc.io/resource/W0RKT0351,http://purl.bdrc.io/resource/W4CZ5369_0351
352,352,http://purl.bdrc.io/resource/W0RKA0352,http://purl.bdrc.io/resource/W0RKT0352,http://purl.bdrc.io/resource/W4CZ5369_0352
353,353,http://purl.bdrc.io/resource/W0RKA0353,http://purl.bdrc.io/resource/W0RKT0353,http://purl.bdrc.io/resource/W4CZ5369_0353
354,354,http://purl.bdrc.io/resource/W0RKA0354,http://purl.bdrc.io/resource/W0RKT0354,http://purl.bdrc.io/resource/W4CZ5369_0354
355,355,http://purl.bdrc.io/resource/W0RKA0355,http://purl.bdrc.io/resource/W0RKT0355,http://purl.bdrc.io/resource/W4CZ5369_0355
356,356,http://purl.bdrc.io/resource/W0RKA0356,http://purl.bdrc.io/resource/W0RKT0356,http://purl.bdrc.io/resource/W4CZ5369_0356
357,357,http://purl.bdrc.io/resource/W0RKA0357,http://purl.bdrc.io/resource/W0RKT0357,http://purl.bdrc.io/resource/W4CZ5369_0357
358,358,http://purl.bdrc.io/resource/W0RKA0358,http://purl.bdrc.io/resource/W0RKT0358,http://purl.bdrc.io/resource/W4CZ5369_0358
359,359,http://purl.bdrc.io/resource/W0RKA0359,http://purl.bdrc.io/resource/W0RKT0359,http://purl.bdrc.io/resource/W4CZ5369_0359
359a,945,http://purl.bdrc.io/resource/W0RKA0945,http://purl.bdrc.io/resource/W0RKT0945,http://purl.bdrc.io/resource/W4CZ5369_0359A
36,36,http://purl.bdrc.io/resource/W0RKA0036,http://purl.bdrc.io/resource/W0RKT0036,http://purl.bdrc.io/resource/W4CZ5369_0036
360,360,http://purl.bdrc.io/resource/W22003,http://purl.bdrc.io/resource/W0RKT0360,http://purl.bdrc.io/resource/W4CZ5369_0360
361,361,http://purl.bdrc.io/resource/W0RKA0361,http://purl.bdrc.io/resource/W0RKT0361,http://purl.bdrc.io/resource/W4CZ5369_0361
362,362,http://purl.bdrc.io/resource/W0RKA0362,http://purl.bdrc.io/resource/W0RKT0362,http://purl.bdrc.io/resource/W4CZ5369_0362
363,363,http://purl.bdrc.io/resource/W0RKA0363,http://purl.bdrc.io/resource/W0RKT0363,http://purl.bdrc.io/resource/W4CZ5369_0363
364,364,http://purl.bdrc.io/resource/W0RKA0364,http://purl.bdrc.io/resource/W0RKT0364,http://purl.bdrc.io/resource/W4CZ5369_0364
365,365,http://purl.bdrc.io/resource/W0RKA0365,http://purl.bdrc.io/resource/W0RKT0365,http://purl.bdrc.io/resource/W4CZ5369_0365
366,366,http://purl.bdrc.io/resource/W0RKA0366,http://purl.bdrc.io/resource/W0RKT0366,http://purl.bdrc.io/resource/W4CZ5369_0366
367,367,http://purl.bdrc.io/resource/W0RKA0367,http://purl.bdrc.io/resource/W0RKT0367,http://purl.bdrc.io/resource/W4CZ5369_0367
368,368,http://purl.bdrc.io/resource/W1GS152270,http://purl.bdrc.io/resource/W0RKT0368,http://purl.bdrc.io/resource/W4CZ5369_0368
369,369,http://purl.bdrc.io/resource/W0RKA0369,http://purl.bdrc.io/resource/W0RKT0369,http://purl.bdrc.io/resource/W4CZ5369_0369
37,37,http://purl.bdrc.io/resource/W0RKA0037,http://purl.bdrc.io/resource/W0RKT0037,http://purl.bdrc.io/resource/W4CZ5369_0037
370,370,http://purl.bdrc.io/resource/W4CZ15580,http://purl.bdrc.io/resource/W0RKT0370,http://purl.bdrc.io/resource/W4CZ5369_0370
371,371,http://purl.bdrc.io/resource/W0RKA0371,http://purl.bdrc.io/resource/W0RKT0371,http://purl.bdrc.io/resource/W4CZ5369_0371
372,372,http://purl.bdrc.io/resource/W0RKA0372,http://purl.bdrc.io/resource/W0RKT0372,http://purl.bdrc.io/resource/W4CZ5369_0372
373,373,http://purl.bdrc.io/resource/W0RKA0373,http://purl.bdrc.io/resource/W0RKT0373,http://purl.bdrc.io/resource/W4CZ5369_0373
374,374,http://purl.bdrc.io/resource/W0RKA0374,http://purl.bdrc.io/resource/W0RKT0374,http://purl.bdrc.io/resource/W4CZ5369_0374
375,375,http://purl.bdrc.io/resource/W0RKA0375,http://purl.bdrc.io/resource/W0RKT0375,http://purl.bdrc.io/resource/W4CZ5369_0375
376,376,http://purl.bdrc.io/resource/W0RKA0376,http://purl.bdrc.io/resource/W0RKT0376,http://purl.bdrc.io/resource/W4CZ5369_0376
377,377,http://purl.bdrc.io/resource/W0RKA0377,http://purl.bdrc.io/resource/W0RKT0377,http://purl.bdrc.io/resource/W4CZ5369_0377
378,378,http://purl.bdrc.io/resource/W0RKA0378,http://purl.bdrc.io/resource/W0RKT0378,http://purl.bdrc.io/resource/W4CZ5369_0378
379,379,http://purl.bdrc.io/resource/W0RKA0379,http://purl.bdrc.io/resource/W0RKT0379,http://purl.bdrc.io/resource/W4CZ5369_0379
38,38,http://purl.bdrc.io/resource/W0RKA0038,http://purl.bdrc.io/resource/W0RKT0038,http://purl.bdrc.io/resource/W4CZ5369_0038
380,380,http://purl.bdrc.io/resource/W0RTA2677,http://purl.bdrc.io/resource/W0RTT2677,http://purl.bdrc.io/resource/W4CZ5369_0380
381,381,http://purl.bdrc.io/resource/W22934,http://purl.bdrc.io/resource/W0RKT0381,http://purl.bdrc.io/resource/W4CZ5369_0381
382,382,http://purl.bdrc.io/resource/W0RKA0382,http://purl.bdrc.io/resource/W0RKT0382,http://purl.bdrc.io/resource/W4CZ5369_0382
383,383,http://purl.bdrc.io/resource/W0RKA0383,http://purl.bdrc.io/resource/W0RKT0383,http://purl.bdrc.io/resource/W4CZ5369_0383
384,384,http://purl.bdrc.io/resource/W0RKA0384,http://purl.bdrc.io/resource/W0RKT0384,http://purl.bdrc.io/resource/W4CZ5369_0384
385,385,http://purl.bdrc.io/resource/W0RKA0385,http://purl.bdrc.io/resource/W0RKT0385,http://purl.bdrc.io/resource/W4CZ5369_0385
386,386,http://purl.bdrc.io/resource/W0RKA0386,http://purl.bdrc.io/resource/W0RKT0386,http://purl.bdrc.io/resource/W4CZ5369_0386
387,387,http://purl.bdrc.io/resource/W4CZ16903,http://purl.bdrc.io/resource/W0RKT0387,http://purl.bdrc.io/resource/W4CZ5369_0387
388,388,http://purl.bdrc.io/resource/W0RKA0388,http://purl.bdrc.io/resource/W0RKT0388,http://purl.bdrc.io/resource/W4CZ5369_0388
389,389,http://purl.bdrc.io/resource/W0RKA0389,http://purl.bdrc.io/resource/W0RKT0389,http://purl.bdrc.io/resource/W4CZ5369_0389
39,39,http://purl.bdrc.io/resource/W0RKA0039,http://purl.bdrc.io/resource/W0RKT0039,http://purl.bdrc.io/resource/W4CZ5369_0039
390,390,http://purl.bdrc.io/resource/W0RKA0390,http://purl.bdrc.io/resource/W0RKT0390,http://purl.bdrc.io/resource/W4CZ5369_0390
391,391,http://purl.bdrc.io/resource/W0RKA0391,http://purl.bdrc.io/resource/W0RKT0391,http://purl.bdrc.io/resource/W4CZ5369_0391
392,392,http://purl.bdrc.io/resource/W0RKA0392,http://purl.bdrc.io/resource/W0RKT0392,http://purl.bdrc.io/resource/W4CZ5369_0392
393,393,http://purl.bdrc.io/resource/W0RKA0393,http://purl.bdrc.io/resource/W0RKT0393,http://purl.bdrc.io/resource/W4CZ5369_0393
394,394,http://purl.bdrc.io/resource/W0RKA0394,http://purl.bdrc.io/resource/W0RKT0394,http://purl.bdrc.io/resource/W4CZ5369_0394
395,395,http://purl.bdrc.io/resource/W0RKA0395,http://purl.bdrc.io/resource/W0RKT0395,http://purl.bdrc.io/resource/W4CZ5369_0395
396,396,http://purl.bdrc.io/resource/W0RKA0396,http://purl.bdrc.io/resource/W0RKT0396,http://purl.bdrc.io/resource/W4CZ5369_0396
397,397,http://purl.bdrc.io/resource/W0RKA0397,http://purl.bdrc.io/resource/W0RKT0397,http://purl.bdrc.io/resource/W4CZ5369_0397
398,398,http://purl.bdrc.io/resource/W0RKA0398,http://purl.bdrc.io/resource/W0RKT0398,http://purl.bdrc.io/resource/W4CZ5369_0398
399,399,http://purl.bdrc.io/resource/W0RKA0399,http://purl.bdrc.io/resource/W0RKT0399,http://purl.bdrc.io/resource/W4CZ5369_0399
4,4,http://purl.bdrc.io/resource/W4CZ16825,http://purl.bdrc.io/resource/W0RKT0004,http://purl.bdrc.io/resource/W4CZ5369_0004
40,40,http://purl.bdrc.io/resource/W0RKA0040,http://purl.bdrc.io/resource/W0RKT0040,http://purl.bdrc.io/resource/W4CZ5369_0040
400,400,http://purl.bdrc.io/resource/W0RKA0400,http://purl.bdrc.io/resource/W0RKT0400,http://purl.bdrc.io/resource/W4CZ5369_0400
401,401,http://purl.bdrc.io/resource/W0RKA0401,http://purl.bdrc.io/resource/W0RKT0401,http://purl.bdrc.io/resource/W4CZ5369_0401
402,402,http://purl.bdrc.io/resource/W0RKA0402,http://purl.bdrc.io/resource/W0RKT0402,http://purl.bdrc.io/resource/W4CZ5369_0402
403,403,http://purl.bdrc.io/resource/W0RKA0403,http://purl.bdrc.io/resource/W0RKT0403,http://purl.bdrc.io/resource/W4CZ5369_0403
404,404,http://purl.bdrc.io/resource/W0RKA0404,http://purl.bdrc.io/resource/W0RKT0404,http://purl.bdrc.io/resource/W4CZ5369_0404
405,405,http://purl.bdrc.io/resource/W0RKA0405,http://purl.bdrc.io/resource/W0RKT0405,http://purl.bdrc.io/resource/W4CZ5369_0405
406,406,http://purl.bdrc.io/resource/W0RKA0406,http://purl.bdrc.io/resource/W0RKT0406,http://purl.bdrc.io/resource/W4CZ5369_0406
407,407,http://purl.bdrc.io/resource/W0RKA0407,http://purl.bdrc.io/resource/W0RKT0407,http://purl.bdrc.io/resource/W4CZ5369_0407
408,408,http://purl.bdrc.io/resource/W0RKA0408,http://purl.bdrc.io/resource/W0RKT0408,http://purl.bdrc.io/resource/W4CZ5369_0408
409,409,http://purl.bdrc.io/resource/W0RKA0409,http://purl.bdrc.io/resource/W0RKT0409,http://purl.bdrc.io/resource/W4CZ5369_0409
41,41,http://purl.bdrc.io/resource/W0RKA0041,http://purl.bdrc.io/resource/W0RKT0041,http://purl.bdrc.io/resource/W4CZ5369_0041
410,410,http://purl.bdrc.io/resource/W0RKA0410,http://purl.bdrc.io/resource/W0RKT0410,http://purl.bdrc.io/resource/W4CZ5369_0410
411,411,http://purl.bdrc.io/resource/W0RKA0411,http://purl.bdrc.io/resource/W0RKT0411,http://purl.bdrc.io/resource/W4CZ5369_0411
412,412,http://purl.bdrc.io/resource/W0RKA0412,http://purl.bdrc.io/resource/W0RKT0412,http://purl.bdrc.io/resource/W4CZ5369_0412
413,413,http://purl.bdrc.io/resource/W0RKA0413,http://purl.bdrc.io/resource/W0RKT0413,http://purl.bdrc.io/resource/W4CZ5369_0413
414,414,http://purl.bdrc.io/resource/W0RKA0414,http://purl.bdrc.io/resource/W0RKT0414,http://purl.bdrc.io/resource/W4CZ5369_0414
415,415,http://purl.bdrc.io/resource/W0RKA0415,http://purl.bdrc.io/resource/W0RKT0415,http://purl.bdrc.io/resource/W4CZ5369_0415
416,416,http://purl.bdrc.io/resource/W0RKA0416,http://purl.bdrc.io/resource/W0RKT0416,http://purl.bdrc.io/resource/W4CZ5369_0416
417,417,http://purl.bdrc.io/resource/W20804,http://purl.bdrc.io/resource/W0RKT0417,http://purl.bdrc.io/resource/W4CZ5369_0417
418,418,http://purl.bdrc.io/resource/W0RKA0418,http://purl.bdrc.io/resource/W0RKT0418,http://purl.bdrc.io/resource/W4CZ5369_0418
419,419,http://purl.bdrc.io/resource/W10MS11135,http://purl.bdrc.io/resource/W0RKT0419,http://purl.bdrc.io/resource/W4CZ5369_0419
42,42,http://purl.bdrc.io/resource/W0RKA0331,http://purl.bdrc.io/resource/W0RKT0042,http://purl.bdrc.io/resource/W4CZ5369_0042
420,420,http://purl.bdrc.io/resource/W0RKA0420,http://purl.bdrc.io/resource/W0RKT0420,http://purl.bdrc.io/resource/W4CZ5369_0420
421,421,http://purl.bdrc.io/resource/W0RKA0421,http://purl.bdrc.io/resource/W0RKT0421,http://purl.bdrc.io/resource/W4CZ5369_0421
422,422,http://purl.bdrc.io/resource/W0RKA0422,http://purl.bdrc.io/resource/W0RKT0422,http://purl.bdrc.io/resource/W4CZ5369_0422
423,423,http://purl.bdrc.io/resource/W0RKA0423,http://purl.bdrc.io/resource/W0RKT0423,http://purl.bdrc.io/resource/W4CZ5369_0423
424,424,http://purl.bdrc.io/resource/W10MS11139,http://purl.bdrc.io/resource/W0RKT0424,http://purl.bdrc.io/resource/W4CZ5369_0424
425,425,http://purl.bdrc.io/resource/W4CZ15177,http://purl.bdrc.io/resource/W0RKT0425,http://purl.bdrc.io/resource/W4CZ5369_0425
426,426,http://purl.bdrc.io/resource/W0RKA0426,http://purl.bdrc.io/resource/W0RKT0426,http://purl.bdrc.io/resource/W4CZ5369_0426
427,427,http://purl.bdrc.io/resource/W0RKA0427,http://purl.bdrc.io/resource/W0RKT0427,http://purl.bdrc.io/resource/W4CZ5369_0427
428,428,http://purl.bdrc.io/resource/W4CZ15244,http://purl.bdrc.io/resource/W0RKT0428,http://purl.bdrc.io/resource/W4CZ5369_0428
429,429,http://purl.bdrc.io/resource/W0RKA0429,http://purl.bdrc.io/resource/W0RKT0429,http://purl.bdrc.io/resource/W4CZ5369_0429
43,43,http://purl.bdrc.io/resource/W0RKA0043,http://purl.bdrc.io/resource/W0RKT0043,http://purl.bdrc.io/resource/W4CZ5369_0043
430,430,http://purl.bdrc.io/resource/W0RKA0430,http://purl.bdrc.io/resource/W0RKT0430,http://purl.bdrc.io/resource/W4CZ5369_0430
431,431,http://purl.bdrc.io/resource/W0RKA0431,http://purl.bdrc.io/resource/W0RKT0431,http://purl.bdrc.io/resource/W4CZ5369_0431
432,432,http://purl.bdrc.io/resource/W0RKA0432,http://purl.bdrc.io/resource/W0RKT0432,http://purl.bdrc.io/resource/W4CZ5369_0432
433,433,http://purl.bdrc.io/resource/W0RKA0433,http://purl.bdrc.io/resource/W0RKT0433,http://purl.bdrc.io/resource/W4CZ5369_0433
434,434,http://purl.bdrc.io/resource/W0RKA0434,http://purl.bdrc.io/resource/W0RKT0434,http://purl.bdrc.io/resource/W4CZ5369_0434
435,435,http://purl.bdrc.io/resource/W4CZ15191,http://purl.bdrc.io/resource/W0RKT0435,http://purl.bdrc.io/resource/W4CZ5369_0435
436,436,http://purl.bdrc.io/resource/W0RKA0436,http://purl.bdrc.io/resource/W0RKT0436,http://purl.bdrc.io/resource/W4CZ5369_0436
437,437,http://purl.bdrc.io/resource/W0RKA0437,http://purl.bdrc.io/resource/W0RKT0437,http://purl.bdrc.io/resource/W4CZ5369_0437
438,438,http://purl.bdrc.io/resource/W0RKA0438,http://purl.bdrc.io/resource/W0RKT0438,http://purl.bdrc.io/resource/W4CZ5369_0438
439,439,http://purl.bdrc.io/resource/W0RKA0439,http://purl.bdrc.io/resource/W0RKT0439,http://purl.bdrc.io/resource/W4CZ5369_0439
44,44,http://purl.bdrc.io/resource/W0RKA0044,http://purl.bdrc.io/resource/W0RKT0044,http://purl.bdrc.io/resource/W4CZ5369_0044
44-1,44-1,http://purl.bdrc.io/resource/W0RKA0044-1,http://purl.bdrc.io/resource/W0RKT0044-1,http://purl.bdrc.io/resource/W4CZ5369_0044-1
44-10,44-10,http://purl.bdrc.io/resource/W0RKA0044-10,http://purl.bdrc.io/resource/W0RKT0044-10,http://purl.bdrc.io/resource/W4CZ5369_0044-10
44-11,44-11,http://purl.bdrc.io/resource/W0RKA0044-11,http://purl.bdrc.io/resource/W0RKT0044-11,http://purl.bdrc.io/resource/W4CZ5369_0044-11
44-12,44-12,http://purl.bdrc.io/resource/W0RKA0044-12,http://purl.bdrc.io/resource/W0RKT0044-12,http://purl.bdrc.io/resource/W4CZ5369_0044-12
44-13,44-13,http://purl.bdrc.io/resource/W0RKA0044-13,http://purl.bdrc.io/resource/W0RKT0044-13,http://purl.bdrc.io/resource/W4CZ5369_0044-13
44-14,44-14,http://purl.bdrc.io/resource/W0RKA0044-14,http://purl.bdrc.io/resource/W0RKT0044-14,http://purl.bdrc.io/resource/W4CZ5369_0044-14
44-15,44-15,http://purl.bdrc.io/resource/W0RKA0044-15,http://purl.bdrc.io/resource/W0RKT0044-15,http://purl.bdrc.io/resource/W4CZ5369_0044-15
44-16,44-16,http://purl.bdrc.io/resource/W0RKA0044-16,http://purl.bdrc.io/resource/W0RKT0044-16,http://purl.bdrc.io/resource/W4CZ5369_0044-16
44-17,44-17,http://purl.bdrc.io/resource/W0RKA0044-17,http://purl.bdrc.io/resource/W0RKT0044-17,http://purl.bdrc.io/resource/W4CZ5369_0044-17
44-18,44-18,http://purl.bdrc.io/resource/W0RKA0044-18,http://purl.bdrc.io/resource/W0RKT0044-18,http://purl.bdrc.io/resource/W4CZ5369_0044-18
44-19,44-19,http://purl.bdrc.io/resource/W0RKA0044-19,http://purl.bdrc.io/resource/W0RKT0044-19,http://purl.bdrc.io/resource/W4CZ5369_0044-19
44-2,44-2,http://purl.bdrc.io/resource/W0RKA0044-2,http://purl.bdrc.io/resource/W0RKT0044-2,http://purl.bdrc.io/resource/W4CZ5369_0044-2
44-20,44-20,http://purl.bdrc.io/resource/W0RKA0044-20,http://purl.bdrc.io/resource/W0RKT0044-20,http://purl.bdrc.io/resource/W4CZ5369_0044-20
44-21,44-21,http://purl.bdrc.io/resource/W0RKA0044-21,http://purl.bdrc.io/resource/W0RKT0044-21,http://purl.bdrc.io/resource/W4CZ5369_0044-21
44-22,44-22,http://purl.bdrc.io/resource/W0RKA0044-22,http://purl.bdrc.io/resource/W0RKT0044-22,http://purl.bdrc.io/resource/W4CZ5369_0044-22
44-23,44-23,http://purl.bdrc.io/resource/W0RKA0044-23,http://purl.bdrc.io/resource/W0RKT0044-23,http://purl.bdrc.io/resource/W4CZ5369_0044-23
44-24,44-24,http://purl.bdrc.io/resource/W0RKA0044-24,http://purl.bdrc.io/resource/W0RKT0044-24,http://purl.bdrc.io/resource/W4CZ5369_0044-24
44-25,44-25,http://purl.bdrc.io/resource/W0RKA0044-25,http://purl.bdrc.io/resource/W0RKT0044-25,http://purl.bdrc.io/resource/W4CZ5369_0044-25
44-26,44-26,http://purl.bdrc.io/resource/W0RKA0044-26,http://purl.bdrc.io/resource/W0RKT0044-26,http://purl.bdrc.io/resource/W4CZ5369_0044-26
44-27,44-27,http://purl.bdrc.io/resource/W0RKA0044-27,http://purl.bdrc.io/resource/W0RKT0044-27,http://purl.bdrc.io/resource/W4CZ5369_0044-27
44-28,44-28,http://purl.bdrc.io/resource/W0RKA0044-28,http://purl.bdrc.io/resource/W0RKT0044-28,http://purl.bdrc.io/resource/W4CZ5369_0044-28
44-29,44-29,http://purl.bdrc.io/resource/W0RKA0044-29,http://purl.bdrc.io/resource/W0RKT0044-29,http://purl.bdrc.io/resource/W4CZ5369_0044-29
44-3,44-3,http://purl.bdrc.io/resource/W0RKA0044-3,http://purl.bdrc.io/resource/W0RKT0044-3,http://purl.bdrc.io/resource/W4CZ5369_0044-3
44-30,44-30,http://purl.bdrc.io/resource/W0RKA0044-30,http://purl.bdrc.io/resource/W0RKT0044-30,http://purl.bdrc.io/resource/W4CZ5369_0044-30
44-31,44-31,http://purl.bdrc.io/resource/W4CZ16779,http://purl.bdrc.io/resource/W0RKT0044-31,http://purl.bdrc.io/resource/W4CZ5369_0044-31
44-32,44-32,http://purl.bdrc.io/resource/W0RKA0044-32,http://purl.bdrc.io/resource/W0RKT0044-32,http://purl.bdrc.io/resource/W4CZ5369_0044-32
44-33,44-33,http://purl.bdrc.io/resource/W0RKA0044-33,http://purl.bdrc.io/resource/W0RKT0044-33,http://purl.bdrc.io/resource/W4CZ5369_0044-33
44-34,44-34,http://purl.bdrc.io/resource/W0RKA0044-34,http://purl.bdrc.io/resource/W0RKT0044-34,http://purl.bdrc.io/resource/W4CZ5369_0044-34
44-35,44-35,http://purl.bdrc.io/resource/W0RKA0044-35,http://purl.bdrc.io/resource/W0RKT0044-35,http://purl.bdrc.io/resource/W4CZ5369_0044-35
44-36,44-36,http://purl.bdrc.io/resource/W0RKA0044-36,http://purl.bdrc.io/resource/W0RKT0044-36,http://purl.bdrc.io/resource/W4CZ5369_0044-36
44-37,44-37,http://purl.bdrc.io/resource/W0RKA0044-37,http://purl.bdrc.io/resource/W0RKT0044-37,http://purl.bdrc.io/resource/W4CZ5369_0044-37
44-38,44-38,http://purl.bdrc.io/resource/W0RKA0044-38,http://purl.bdrc.io/resource/W0RKT0044-38,http://purl.bdrc.io/resource/W4CZ5369_0044-38
